Year,State,County,Population
2000,Tennessee,Cheatham County,35843
2000,Tennessee,Chester County,15540
2000,Tennessee,Claiborne County,29861
2000,Tennessee,Clay County,7960
2000,Tennessee,Cocke County,33548
2000,Tennessee,Coffee County,48052
2000,Tennessee,Crockett County,14529
2000,Tennessee,Cumberland County,46781
2000,Tennessee,Davidson County,569927
2000,Tennessee,Dekalb County,17413
2000,Tennessee,Decatur County,11711
2000,Tennessee,Dickson County,43152
2000,Tennessee,Dyer County,37284
2000,Tennessee,Fayette County,28799
2000,Tennessee,Fentress County,16615
2000,Tennessee,Franklin County,39258
2000,Tennessee,Gibson County,48092
2000,Tennessee,Giles County,29433
2000,Tennessee,Grainger County,20610
2000,Tennessee,Greene County,62911
2000,Tennessee,Grundy County,14322
2000,Tennessee,Hamblen County,58136
2000,Tennessee,Hamilton County,308115
2000,Tennessee,Hancock County,6776
2000,Tennessee,Hardeman County,28108
2000,Tennessee,Hardin County,25589
2000,Tennessee,Hawkins County,53582
2000,Tennessee,Haywood County,19790
2000,Tennessee,Henderson County,25526
2000,Tennessee,Henry County,31112
2000,Tennessee,Hickman County,22311
2000,Tennessee,Houston County,8079
2000,Tennessee,Humphreys County,17932
2000,Tennessee,Jackson County,10987
2000,Tennessee,Jefferson County,44308
2000,Tennessee,Johnson County,17513
2000,Tennessee,Knox County,381884
2000,Tennessee,Lake County,7951
2000,Tennessee,Lauderdale County,27134
2000,Tennessee,Lawrence County,39910
2000,Tennessee,Lewis County,11389
2000,Tennessee,Lincoln County,31346
2000,Tennessee,Loudon County,39086
2000,Tennessee,Macon County,20407
2000,Tennessee,Madison County,91900
2000,Tennessee,Marion County,27765
2000,Tennessee,Marshall County,26761
2000,Tennessee,Maury County,69542
2000,Tennessee,Mcminn County,49011
2000,Tennessee,Mcnairy County,24644
2000,Tennessee,Meigs County,11052
2000,Tennessee,Monroe County,38969
2000,Tennessee,Montgomery County,134725
2000,Tennessee,Moore County,5698
2000,Tennessee,Morgan County,19754
2000,Tennessee,Obion County,32470
2000,Tennessee,Overton County,20124
2000,Tennessee,Perry County,7608
2000,Tennessee,Pickett County,4941
2000,Tennessee,Polk County,16039
2000,Tennessee,Putnam County,62315
2000,Tennessee,Rhea County,28398
2000,Tennessee,Roane County,51921
2000,Tennessee,Robertson County,54430
2000,Tennessee,Rutherford County,182029
2000,Tennessee,Scott County,21129
2000,Tennessee,Sequatchie County,11262
2000,Tennessee,Sevier County,71200
2000,Tennessee,Shelby County,897466
2000,Tennessee,Smith County,17708
2000,Tennessee,Stewart County,12369
2000,Tennessee,Sullivan County,153089
2000,Tennessee,Sumner County,130528
2000,Tennessee,Tipton County,51309
2000,Tennessee,Trousdale County,7256
2000,Tennessee,Unicoi County,17666
2000,Tennessee,Union County,17843
2000,Tennessee,Van Buren County,5505
2000,Tennessee,Warren County,38275
2000,Tennessee,Washington County,107188
2000,Tennessee,Wayne County,16817
2000,Tennessee,Weakley County,34917
2000,Tennessee,White County,23139
2000,Tennessee,Williamson County,126649
2000,Tennessee,Wilson County,88794
2000,Texas,Anderson County,55114
2000,Texas,Andrews County,13002
2000,Texas,Angelina County,80123
2000,Texas,Aransas County,22457
2000,Texas,Archer County,8904
2000,Texas,Armstrong County,2153
2000,Texas,Atascosa County,38564
2000,Texas,Austin County,23586
2000,Texas,Bailey County,6593
2000,Texas,Bandera County,17589
2000,Texas,Bastrop County,57702
2000,Texas,Baylor County,4091
2000,Texas,Bee County,32347
2000,Texas,Bell County,238000
2000,Texas,Bexar County,1393035
2000,Texas,Blanco County,8436
2000,Texas,Borden County,729
2000,Texas,Bosque County,17188
2000,Texas,Bowie County,89296
2000,Texas,Brazoria County,241805
2000,Texas,Brazos County,152436
2000,Texas,Brewster County,8872
2000,Texas,Briscoe County,1805
2000,Texas,Brooks County,7980
2000,Texas,Brown County,37668
2000,Texas,Burleson County,16449
2000,Texas,Burnet County,34188
2000,Texas,Caldwell County,32101
2000,Texas,Calhoun County,20645
2000,Texas,Callahan County,12873
2000,Texas,Cameron County,334884
2000,Texas,Camp County,11533
2000,Texas,Carson County,6503
2000,Texas,Cass County,30427
2000,Texas,Castro County,8276
2000,Texas,Chambers County,26006
2000,Texas,Cherokee County,46716
2000,Texas,Childress County,7697
2000,Texas,Clay County,10997
2000,Texas,Cochran County,3724
2000,Texas,Coke County,3865
2000,Texas,Coleman County,9232
2000,Texas,Collin County,491272
2000,Texas,Collingsworth County,3206
2000,Texas,Colorado County,20356
2000,Texas,Comal County,78022
2000,Texas,Comanche County,14027
2000,Texas,Concho County,3964
2000,Texas,Cooke County,36370
2000,Texas,Coryell County,74899
2000,Texas,Cottle County,1899
2000,Texas,Crane County,3996
2000,Texas,Crockett County,4099
2000,Texas,Crosby County,7072
2000,Texas,Culberson County,2979
2000,Texas,Dallam County,6213
2000,Texas,Dallas County,2216808
2000,Texas,Dawson County,14987
2000,Texas,Dewitt County,19999
2000,Texas,Deaf Smith County,18565
2000,Texas,Delta County,5319
2000,Texas,Denton County,433065
2000,Texas,Dickens County,2760
2000,Texas,Dimmit County,10205
2000,Texas,Donley County,3814
2000,Texas,Duval County,13073
2000,Texas,Eastland County,18289
2000,Texas,Ector County,121124
2000,Texas,Edwards County,2160
2000,Texas,El Paso County,679568
2000,Texas,Ellis County,111415
2000,Texas,Erath County,32981
2000,Texas,Falls County,18563
2000,Texas,Fannin County,31225
2000,Texas,Fayette County,21818
2000,Texas,Fisher County,4345
2000,Texas,Floyd County,7770
2000,Texas,Foard County,1621
2000,Texas,Fort Bend County,354286
2000,Texas,Franklin County,9431
2000,Texas,Freestone County,17851
2000,Texas,Frio County,16255
2000,Texas,Gaines County,14463
2000,Texas,Galveston County,250178
2000,Texas,Garza County,4876
2000,Texas,Gillespie County,20806
2000,Texas,Glasscock County,1413
2000,Texas,Goliad County,6923
2000,Texas,Gonzales County,18601
2000,Texas,Gray County,22742
2000,Texas,Grayson County,110574
2000,Texas,Gregg County,111328
2000,Texas,Grimes County,23544
2000,Texas,Guadalupe County,88856
2000,Texas,Hale County,36605
2000,Texas,Hall County,3782
2000,Texas,Hamilton County,8226
2000,Texas,Hansford County,5369
2000,Texas,Hardeman County,4723
2000,Texas,Hardin County,48075
2000,Texas,Harris County,3401139
2000,Texas,Harrison County,62096
2000,Texas,Hartley County,5538
2000,Texas,Haskell County,6091
2000,Texas,Hays County,97918
2000,Texas,Hemphill County,3353
2000,Texas,Henderson County,73105
2000,Texas,Hidalgo County,569099
2000,Texas,Hill County,32301
2000,Texas,Hockley County,22719
2000,Texas,Hood County,40987
2000,Texas,Hopkins County,31960
2000,Texas,Houston County,23148
2000,Texas,Howard County,33630
2000,Texas,Hudspeth County,3349
2000,Texas,Hunt County,76562
2000,Texas,Hutchinson County,23864
2000,Texas,Irion County,1765
2000,Texas,Jack County,8751
2000,Texas,Jackson County,14387
2000,Texas,Jasper County,35552
2000,Texas,Jeff Davis County,2207
2000,Texas,Jefferson County,251968
2000,Texas,Jim Hogg County,5283
2000,Texas,Jim Wells County,39344
2000,Texas,Johnson County,126622
2000,Texas,Jones County,20794
2000,Texas,Karnes County,15438
2000,Texas,Kaufman County,71452
2000,Texas,Kendall County,23793
2000,Texas,Kenedy County,414
2000,Texas,Kent County,859
2000,Texas,Kerr County,43646
2000,Texas,Kimble County,4461
2000,Texas,King County,356
2000,Texas,Kinney County,3375
2000,Texas,Kleberg County,31610
2000,Texas,Knox County,4253
2000,Texas,La Salle County,5863
2000,Texas,Lamar County,48491
2000,Texas,Lamb County,14713
2000,Texas,Lampasas County,17827
2000,Texas,Lavaca County,19217
2000,Texas,Lee County,15650
2000,Texas,Leon County,15307
2000,Texas,Liberty County,70196
2000,Texas,Limestone County,22050
2000,Texas,Lipscomb County,3050
2000,Texas,Live Oak County,12262
2000,Texas,Llano County,16996
2000,Texas,Loving County,67
2000,Texas,Lubbock County,242644
2000,Texas,Lynn County,6547
2000,Texas,Madison County,12945
2000,Texas,Marion County,10939
2000,Texas,Martin County,4746
2000,Texas,Mason County,3735
2000,Texas,Matagorda County,37919
2000,Texas,Maverick County,47285
2000,Texas,Mcculloch County,8203
2000,Texas,Mclennan County,213525
2000,Texas,Mcmullen County,847
2000,Texas,Medina County,39318
2000,Texas,Menard County,2357
2000,Texas,Midland County,116034
2000,Texas,Milam County,24235
2000,Texas,Mills County,5143
2000,Texas,Mitchell County,9696
2000,Texas,Montague County,19108
2000,Texas,Montgomery County,293779
2000,Texas,Moore County,20123
2000,Texas,Morris County,13043
2000,Texas,Motley County,1421
2000,Texas,Nacogdoches County,59197
2000,Texas,Navarro County,45113
2000,Texas,Newton County,15054
2000,Texas,Nolan County,15805
2000,Texas,Nueces County,313512
2000,Texas,Ochiltree County,9001
2000,Texas,Oldham County,2183
2000,Texas,Orange County,85033
2000,Texas,Palo Pinto County,27015
2000,Texas,Panola County,22759
2000,Texas,Parker County,88429
2000,Texas,Parmer County,10008
2000,Texas,Pecos County,16793
2000,Texas,Polk County,41152
2000,Texas,Potter County,113655
2000,Texas,Presidio County,7304
2000,Texas,Rains County,9128
2000,Texas,Randall County,104176
2000,Texas,Reagan County,3325
2000,Texas,Real County,3046
2000,Texas,Red River County,14314
2000,Texas,Reeves County,13141
2000,Texas,Refugio County,7830
2000,Texas,Roberts County,887
2000,Texas,Robertson County,15972
2000,Texas,Rockwall County,43023
2000,Texas,Runnels County,11473
2000,Texas,Rusk County,47410
2000,Texas,Sabine County,10400
2000,Texas,San Augustine County,8939
2000,Texas,San Jacinto County,22211
2000,Texas,San Patricio County,67273
2000,Texas,San Saba County,6185
2000,Texas,Schleicher County,2934
2000,Texas,Scurry County,16366
2000,Texas,Shackelford County,3302
2000,Texas,Shelby County,25215
2000,Texas,Sherman County,3184
2000,Texas,Smith County,174861
2000,Texas,Somervell County,6913
2000,Texas,Starr County,53573
2000,Texas,Stephens County,9676
2000,Texas,Sterling County,1393
2000,Texas,Stonewall County,1691
2000,Texas,Sutton County,4073
2000,Texas,Swisher County,8369
2000,Texas,Tarrant County,1449290
2000,Texas,Taylor County,126606
2000,Texas,Terrell County,1081
2000,Texas,Terry County,12757
2000,Texas,Throckmorton County,1847
2000,Texas,Titus County,28118
2000,Texas,Tom Green County,104015
2000,Texas,Travis County,811776
2000,Texas,Trinity County,13748
2000,Texas,Tyler County,20842
2000,Texas,Upshur County,35308
2000,Texas,Upton County,3408
2000,Texas,Uvalde County,25919
2000,Texas,Val Verde County,44834
2000,Texas,Van Zandt County,48129
2000,Texas,Victoria County,84077
2000,Texas,Walker County,61757
2000,Texas,Waller County,32545
2000,Texas,Ward County,10909
2000,Texas,Washington County,30412
2000,Texas,Webb County,193124
2000,Texas,Wharton County,41191
2000,Texas,Wheeler County,5289
2000,Texas,Wichita County,131695
2000,Texas,Wilbarger County,14679
2000,Texas,Willacy County,20079
2000,Texas,Williamson County,250466
2000,Texas,Wilson County,32401
2000,Texas,Winkler County,7173
2000,Texas,Wise County,48789
2000,Texas,Wood County,36729
2000,Texas,Yoakum County,7325
2000,Texas,Young County,17872
2000,Texas,Zapata County,12081
2000,Texas,Zavala County,11645
2000,Utah,Beaver County,5997
2000,Utah,Box Elder County,42755
2000,Utah,Cache County,91389
2000,Utah,Carbon County,20531
2000,Utah,Daggett County,918
2000,Utah,Davis County,238997
2000,Utah,Duchesne County,14432
2000,Utah,Emery County,10859
2000,Utah,Garfield County,4733
2000,Utah,Grand County,8407
2000,Utah,Iron County,33793
2000,Utah,Juab County,8236
2000,Utah,Kane County,6056
2000,Utah,Millard County,12405
2000,Utah,Morgan County,7132
2000,Utah,Piute County,1437
2000,Utah,Rich County,1961
2000,Utah,Salt Lake County,898429
2000,Utah,San Juan County,14389
2000,Utah,Sanpete County,22722
2000,Utah,Sevier County,18840
2000,Utah,Summit County,29746
2000,Utah,Tooele County,40740
2000,Utah,Uintah County,25174
2000,Utah,Utah County,368539
2000,Utah,Wasatch County,15206
2000,Utah,Washington County,90325
2000,Utah,Wayne County,2509
2000,Utah,Weber County,196526
2000,Vermont,Addison County,35963
2000,Vermont,Bennington County,36969
2000,Vermont,Caledonia County,29606
2000,Vermont,Chittenden County,146615
2000,Vermont,Essex County,6450
2000,Vermont,Franklin County,45395
2000,Vermont,Grand Isle County,6885
2000,Vermont,Lamoille County,23225
2000,Vermont,Orange County,28314
2000,Vermont,Orleans County,26275
2000,Vermont,Rutland County,63386
2000,Vermont,Washington County,58034
2000,Vermont,Windham County,44112
2000,Vermont,Windsor County,57384
2000,Virginia,Accomack County,38301
2000,Virginia,Albemarle County,83024
2000,Virginia,Alexandria City,128278
2000,Virginia,Alleghany County,17235
2000,Virginia,Amelia County,11378
2000,Virginia,Amherst County,31888
2000,Virginia,Appomattox County,13703
2000,Virginia,Arlington County,189211
2000,Virginia,Augusta County,65385
2000,Virginia,Bath County,5040
2000,Virginia,Bedford County,60226
2000,Virginia,Bland County,6869
2000,Virginia,Botetourt County,30554
2000,Virginia,Bristol City,17346
2000,Virginia,Brunswick County,18395
2000,Virginia,Buchanan County,26968
2000,Virginia,Buckingham County,15614
2000,Virginia,Buena Vista City,6367
2000,Virginia,Campbell County,50997
2000,Virginia,Caroline County,22122
2000,Virginia,Carroll County,29205
2000,Virginia,Charles City County,6932
2000,Virginia,Charlotte County,12471
2000,Virginia,Charlottesville City,41280
2000,Virginia,Chesapeake City,199153
2000,Virginia,Chesterfield County,259879
2000,Virginia,Clarke County,12638
2000,Virginia,Colonial Heights City,16909
2000,Virginia,Covington City,6294
2000,Virginia,Craig County,5076
2000,Virginia,Culpeper County,34260
2000,Virginia,Cumberland County,9002
2000,Virginia,Danville City,48312
2000,Virginia,Dickenson County,16380
2000,Virginia,Dinwiddie County,24540
2000,Virginia,Emporia City,5651
2000,Virginia,Essex County,9991
2000,Virginia,Fairfax County,969987
2000,Virginia,Fairfax City,21576
2000,Virginia,Falls Church City,10432
2000,Virginia,Fauquier County,55145
2000,Virginia,Floyd County,13840
2000,Virginia,Fluvanna County,20012
2000,Virginia,Franklin County,47311
2000,Virginia,Franklin City,8351
2000,Virginia,Frederick County,59226
2000,Virginia,Fredericksburg City,19367
2000,Virginia,Galax City,6911
2000,Virginia,Giles County,16682
2000,Virginia,Gloucester County,34772
2000,Virginia,Goochland County,16866
2000,Virginia,Grayson County,16803
2000,Virginia,Greene County,15231
2000,Virginia,Greensville County,11585
2000,Virginia,Halifax County,37350
2000,Virginia,Hampton City,146436
2000,Virginia,Hanover County,86331
2000,Virginia,Harrisonburg City,40390
2000,Virginia,Henrico County,263195
2000,Virginia,Henry County,57944
2000,Virginia,Highland County,2531
2000,Virginia,Hopewell City,22278
2000,Virginia,Isle Of Wight County,29724
2000,Virginia,James City County,48096
2000,Virginia,King George County,16811
2000,Virginia,King William County,13155
2000,Virginia,King And Queen County,6624
2000,Virginia,Lancaster County,11557
2000,Virginia,Lee County,23583
2000,Virginia,Lexington City,6873
2000,Virginia,Loudoun County,169599
2000,Virginia,Louisa County,25691
2000,Virginia,Lunenburg County,13152
2000,Virginia,Lynchburg City,65306
2000,Virginia,Madison County,12509
2000,Virginia,Manassas Park City,10226
2000,Virginia,Manassas City,34692
2000,Virginia,Martinsville City,15418
2000,Virginia,Mathews County,9160
2000,Virginia,Mecklenburg County,32387
2000,Virginia,Middlesex County,9895
2000,Virginia,Montgomery County,83632
2000,Virginia,Nelson County,14440
2000,Virginia,New Kent County,13472
2000,Virginia,Newport News City,180272
2000,Virginia,Norfolk City,234463
2000,Virginia,Northampton County,13096
2000,Virginia,Northumberland County,12257
2000,Virginia,Norton City,3945
2000,Virginia,Nottoway County,15738
2000,Virginia,Orange County,25870
2000,Virginia,Page County,23151
2000,Virginia,Patrick County,19429
2000,Virginia,Petersburg City,33752
2000,Virginia,Pittsylvania County,61790
2000,Virginia,Poquoson City,11566
2000,Virginia,Portsmouth City,100580
2000,Virginia,Powhatan County,22377
2000,Virginia,Prince Edward County,19719
2000,Virginia,Prince George County,33112
2000,Virginia,Prince William County,281317
2000,Virginia,Pulaski County,35129
2000,Virginia,Radford City,15878
2000,Virginia,Rappahannock County,6994
2000,Virginia,Richmond County,8813
2000,Virginia,Richmond City,196991
2000,Virginia,Roanoke County,85700
2000,Virginia,Roanoke City,95006
2000,Virginia,Rockbridge County,20785
2000,Virginia,Rockingham County,67825
2000,Virginia,Russell County,29250
2000,Virginia,Salem City,24723
2000,Virginia,Scott County,23395
2000,Virginia,Shenandoah County,35068
